Prime,Collisions,Time [mc s]
159113,267,295400
159119,246,298174
159157,242,295655
159161,248,295457
159167,259,296047
159169,253,295516
159179,249,295567
159191,243,295532
159193,245,295645
159199,250,295317
159209,264,295810
159223,257,296219
159227,251,295595
159233,250,295722
159287,269,295717
159293,256,295527
159311,252,295714
159319,266,295544
159337,242,296186
159347,237,295746
159349,232,295663
159361,242,295836
159389,255,295529
159403,264,295682
159407,250,295418
159421,233,296282
159431,228,295476
159437,237,296455
159457,245,298462
159463,260,295830
159469,240,295740
159473,228,295918
159491,252,295516
159499,239,295777
159503,252,295321
159521,267,295724
159539,255,295474
159541,247,295671
159553,255,295489
159563,241,295674
159569,287,295512
159571,252,295960
159589,281,296409
159617,223,295750
159623,242,295292
159629,237,295661
159631,288,295183
159667,238,295522
159671,231,295626
159673,240,295328
159683,251,295441
159697,256,295289
159701,249,295927
159707,249,295509
159721,245,295300
159737,266,295662
159739,269,295747
159763,267,295804
159769,242,295730
159773,244,295749
159779,258,318716
159787,249,295708
159791,232,296096
159793,236,295318
159799,252,295663
159811,243,296044
159833,237,295240
159839,241,295336
159853,238,295514
159857,231,295647
159869,265,295450
159871,248,295319
159899,267,295445
159911,249,295056
159931,261,295555
159937,251,295649
159977,239,295664
159979,243,295650
160001,246,296790
160009,241,299072
160019,256,295783
160031,258,295338
160033,259,295779
160049,259,295250
160073,244,295378
160079,258,295710
160081,245,295650
160087,254,295808
160091,251,295484
160093,240,295923
160117,235,295301
160141,260,295564
160159,232,296257
160163,232,295266
160169,242,295611
160183,246,295504
160201,259,295826
160207,255,295597
160217,259,295429
160231,235,296032
160243,249,295206
160253,239,295578
160309,228,295519
160313,257,295606
160319,220,297314
160343,243,297250
160357,240,295986
160367,221,295270
160373,259,295491
160387,248,295644
160397,241,295200
160403,263,295211
160409,225,295171
160423,275,295656
160441,239,295310
160453,253,295443
160481,265,295942
160483,238,295450
160499,256,295626
160507,246,296514
160541,245,295439
160553,271,295559
160579,227,295439
160583,230,295782
160591,243,295356
160603,259,295448
160619,243,296201
160621,261,295385
160627,233,295509
160637,265,296546
160639,280,299373
160649,250,296233
160651,255,295987
160663,289,296802
160669,262,296164
160681,249,296349
160687,223,296507
160697,243,296109
160709,254,296325
160711,242,295828
160723,250,296146
160739,231,322489
160751,252,408974
160753,233,296526
160757,260,295993
160781,254,296188
160789,244,296069
160807,219,295884
160813,243,296428
160817,235,298087
160829,252,295971
160841,239,295915
160861,252,295850
160877,274,296301
160879,268,295866
160883,225,295764
160903,234,296007
160907,236,295584
160933,258,297098
160967,265,295779
160969,291,329138
160981,243,295911
160997,264,295676
161009,255,296093
161017,232,295682
161033,250,295816
161039,268,296879
161047,240,295940
161053,243,295872
161059,248,295860
161071,214,295948
161087,242,295717
161093,268,295550
161123,283,300600
161137,263,295597
161141,249,295883
161149,253,295729
161159,251,296016
161167,241,296011
161201,262,296673
161221,260,298879
161233,241,295890
161237,260,296559
161263,263,295969
161267,229,295878
161281,234,295911
161303,252,295888
161309,237,295838
161323,226,295896
161333,240,295730
161339,226,296025
161341,235,295804
161363,274,295792
161377,267,296903
161387,249,295731
161407,247,295991
161411,242,295752
161453,268,295779
161459,252,295790
161461,257,295605
161471,269,295779
161503,253,295512
161507,282,295881
161521,254,295862
161527,261,295648
161531,235,296730
161543,280,295641
161561,240,295898
161563,241,295598
161569,279,296374
161573,252,296504
161591,241,296575
161599,259,296738
161611,233,297065
161627,263,296579
161639,249,297443
161641,246,296846
161659,224,296933
161683,245,296765
161717,216,296950
161729,256,296574
161731,267,295998
161741,266,296001
161743,247,295572
161753,226,295704
161761,251,295983
161771,255,296516
161773,276,296285
161779,250,296203
161783,242,295676
161807,247,296917
161831,250,298543
161839,262,295658
161869,212,295703
161873,231,296416
161879,230,295719
161881,230,295839
161911,245,295825
161921,266,295581
161923,266,295958
161947,224,295461
161957,237,295507
161969,232,295727
161971,259,295897
161977,241,296340
161983,241,296498
161999,228,296837
162007,234,296693
162011,248,296747
162017,231,296567
162053,247,296753
162059,232,297700
162079,236,296586
162091,251,296924
162109,223,297122
162119,245,296601
162143,228,297003
162209,261,296957
162221,253,297310
162229,253,296933
162251,232,296751
162257,222,296605
162263,236,297127
162269,252,296684
162277,253,297140
162287,260,296481
162289,261,296857
162293,250,296920
162343,266,296930
162359,233,296828
162389,242,296782
162391,245,340801
162413,219,296671
162419,223,296661
162439,249,296978
162451,258,296796
162457,256,296942
162473,260,296750
162493,238,296717
162499,239,297003
162517,265,297077
162523,222,298673
162527,235,296078
162529,254,296088
162553,251,295950
162557,249,296654
162563,235,296413
162577,276,296213
162593,242,296688
162601,276,296323
162611,243,296013
162623,261,296280
162629,245,296180
162641,262,296616
162649,238,297185
162671,247,296464
162677,272,296530
162683,262,296165
162691,288,296667
162703,248,296091
162709,238,296147
162713,238,296692
162727,246,296438
162731,261,296494
162739,265,296343
162749,218,300247
162751,219,300743
162779,264,296779
162787,223,296321
162791,250,295782
162821,228,296083
162823,239,296308
162829,252,296815
162839,254,296256
162847,253,296227
162853,233,296290
162859,247,296163
162881,234,296426
162889,249,453699
162901,243,296217
162907,254,296021
162917,229,296344
162937,244,296479
162947,271,296124
162971,239,296426
162973,248,296219
162989,239,296090
162997,239,295752
163003,244,296315
163019,237,296329
163021,276,296835
163027,247,298731
163061,255,295987
163063,259,295804
163109,233,295845
163117,246,296028
163127,242,296096
163129,248,295671
163147,234,295933
163151,234,295683
163169,240,295655
163171,234,296054
163181,263,295609
163193,239,296041
163199,246,296189
163211,237,295641
163223,235,295543
163243,227,295691
163249,248,295495
163259,248,295657
163307,239,296265
163309,236,296000
163321,231,295786
163327,257,295876
163337,254,295905
163351,259,295966
163363,260,295687
163367,245,295828
163393,228,295653
163403,224,295862
163409,268,295676
163411,232,295614
163417,268,295560
163433,233,295821
163469,229,295739
163477,251,296165
163481,227,295976
163483,256,295639
163487,252,295827
163517,220,295975
163543,266,296257
163561,252,295463
163567,254,295797
163573,269,295778
163601,274,295560
163613,249,295648
163621,253,296120
163627,285,295848
163633,237,295681
163637,247,295489
163643,275,295816
163661,233,297206
163673,227,298127
163679,278,295585
163697,256,295749
163729,232,295808
163733,258,295844
163741,251,296162
163753,216,295525
163771,232,295585
163781,282,295700
163789,262,295559
163811,243,295885
163819,256,295525
163841,236,295722
163847,254,296476
163853,236,295748
163859,253,296042
163861,273,295755
163871,262,295868
163883,217,295700
163901,264,295775
163909,250,296385
163927,258,295742
163973,216,295991
163979,237,295986
163981,214,295656
163987,199,385312
163991,257,295888
163993,234,295752
163997,234,295834
164011,242,295796
164023,232,295954
164039,232,295909
164051,228,295780
164057,242,295885
164071,238,295526
164089,249,295839
164093,223,295762
164113,254,295876
164117,221,295971
164147,263,295765
164149,239,295940
164173,260,295528
164183,241,296049
164191,237,295944
164201,248,296598
164209,227,296701
164231,224,296712
164233,260,296807
164239,216,297655
164249,233,297598
164251,227,299534
164267,258,296755
164279,232,412821
164291,247,296702
164299,251,297030
164309,268,296868
164321,253,296889
164341,219,296634
164357,241,296624
164363,256,296833
164371,234,296682
164377,253,296552
164387,246,296651
164413,257,297368
164419,261,296873
164429,207,297194
164431,284,296627
164443,248,296826
164447,259,296742
164449,211,296830
164471,250,296720
164477,263,296788
164503,236,296545
164513,249,296674
164531,224,296895
164569,251,296703
164581,243,296896
164587,251,296912
164599,235,298432
164617,225,296690
164621,253,296812
164623,232,296797
164627,241,296796
164653,210,297057
164663,266,296611
164677,233,296613
164683,267,296708
164701,243,296831
164707,228,297485
164729,249,296985
164743,247,297039
164767,247,296587
164771,273,296805
164789,261,296491
164809,238,296909
164821,243,296500
164831,240,296910
164837,231,296878
164839,234,296839
164881,260,298223
164893,245,299458
164911,249,295933
164953,247,296134
164963,226,295971
164987,255,295734
164999,255,295620
165001,259,295672
165037,229,296157
165041,203,295909
165047,212,295684
165049,232,295703
165059,222,295592
165079,258,295904
165083,238,297650
165089,235,295963
165103,230,295568
165133,249,295691
165161,254,295894
165173,256,295641
165181,257,296009
165203,254,295873
165211,225,295957
165229,251,296000
165233,260,295894
165247,236,295742
165287,250,296583
165293,230,296395
165311,233,295771
165313,262,295685
165317,261,295956
165331,242,295897
165343,246,296081
165349,237,295794
165367,228,297743
165379,241,296072
165383,266,295667
165391,290,296195
165397,229,295836
165437,254,295707
165443,269,295684
165449,260,295923
165457,234,296055
165463,233,295696
165469,270,295957
165479,260,295691
165511,258,295595
165523,241,295739
165527,250,295781
165533,220,296085
165541,246,295852
165551,225,297283
165553,252,298515
165559,243,295685
165569,218,295612
165587,227,295438
165589,264,295701
165601,237,295714
165611,237,296229
165617,241,295734
165653,262,295764
165667,261,295814
165673,221,295572
165701,260,295454
165703,263,296068
165707,255,296203
165709,275,295742
165713,254,295710
165719,255,296109
165721,262,295828
165749,224,295522
165779,234,297486
165799,255,296782
165811,238,296802
165817,276,296410
165829,234,296845
165833,243,296733
165857,256,296457
165877,256,296886
165883,259,296457
165887,227,296391
165901,231,296643
165931,249,296580
165941,245,296577
165947,252,295740
165961,251,295937
165983,231,347635
166013,246,295679
166021,248,295781
166027,214,295877
166031,245,295632
166043,268,296259
166063,242,295872
166081,226,295621
166099,226,295581
166147,241,296210
166151,256,295896
166157,239,295486
166169,250,295583
166183,249,295736
166189,227,295662
166207,237,296903
166219,208,297876
166237,260,296462
166247,266,295600
166259,257,390957
166273,238,295894
166289,247,295586
166297,247,295849
166301,240,295776
166303,234,295813
166319,239,295932
166349,233,295812
166351,225,295578
166357,229,295540
166363,219,296324
166393,258,295790
166399,228,295669
166403,213,295968
166409,242,295686
166417,232,296017
166429,263,296703
166457,236,296787
166471,231,296782
166487,250,296612
166541,227,297228
166561,236,296667
166567,214,296501
166571,261,296707
166597,224,296548
166601,247,296473
166603,248,296831
166609,268,297140
166613,219,296926
166619,254,296472
166627,208,297287
166631,244,296823
166643,240,296495
166657,237,297018
166667,263,296747
166669,259,296714
166679,276,296786
166693,228,296797
166703,241,297651
166723,269,296859
166739,239,296948
166741,234,296636
166781,220,296672
166783,246,296621
166799,247,298157
166807,268,296735
166823,268,296674
166841,271,298688
166843,252,298541
166847,237,295838
166849,250,296213
166853,253,295991
166861,226,295826
166867,228,295786
166871,262,295616
166909,237,295659
166919,253,295499
166931,257,295570
166949,233,295589
166967,213,295305
166973,253,295667
166979,221,296200
166987,230,295488
167009,240,295476
167017,209,295603
167021,279,295709
167023,228,295296
167033,271,295703
167039,267,295608
167047,227,295514
167051,243,295558
167071,211,295650
167077,247,295671
167081,223,295471
167087,232,295586
167099,226,295712
167107,204,295950
167113,275,295770
167117,194,296646
167119,239,296374
167149,225,296644
167159,255,296520
167173,262,295619
167177,256,295619
167191,238,295807
167197,228,295559
167213,264,295617
167221,254,295746
167249,260,296402
167261,225,295747
167267,244,295715
167269,222,296597
167309,234,296522
167311,238,296678
167317,257,296190
167329,242,295797
167339,236,295503
167341,213,296734
167381,237,297925
167393,264,296654
167407,221,295589
167413,232,296052
167423,244,295960
167429,216,295636
167437,260,295914
167441,243,297274
167443,250,296872
167449,249,296764
167471,255,296619
167483,234,296803
167491,231,296654
167521,244,297476
167537,241,296780
167543,258,296604
167593,266,296912
167597,217,297228
167611,217,296702
167621,250,296668
167623,240,296695
167627,245,296659
167633,234,296487
167641,215,296948
167663,237,296718
167677,235,297442
167683,229,297986
167711,247,297203
167729,195,296603
167747,212,296675
167759,236,295917
167771,248,295923
167777,245,295726
167779,221,295749
167801,251,296108
167809,236,295734
167861,251,295892
167863,244,295962
167873,226,295726
167879,270,295895
167887,265,295851
167891,233,295564
167899,222,295707
167911,231,295801
167917,223,296071
167953,242,296138
167971,268,296025
167987,239,296136
168013,219,296345
168023,204,295494
168029,211,296858
168037,233,298742
168043,230,295702
168067,249,295820
168071,255,295672
168083,242,295883
168089,235,295634
168109,220,296476
168127,215,296740
168143,265,296445
168151,232,296618
168193,232,296859
168197,229,296608
168211,262,296521
168227,246,297446
168247,214,296626
168253,237,296871
168263,235,296541
168269,219,296238
168277,207,296296
168281,227,260975
168293,210,296876
168323,239,296785
168331,228,296687
168347,213,296964
168353,218,296874
168391,219,296609
168409,206,296702
168433,232,296695
168449,259,296658
168451,225,296705
168457,225,296760
168463,225,296701
168481,256,296649
168491,244,296771
168499,236,296966
168523,213,296419
168527,253,296431
168533,265,295431
168541,230,295685
168559,220,295452
168599,252,295854
168601,239,295401
168617,231,295407
168629,228,295614
168631,243,295634
168643,240,295752
168673,235,295743
168677,240,295986
168697,244,295646
168713,261,295555
168719,246,297199
168731,230,298341
168737,237,295235
168743,247,295894
168761,235,295987
168769,233,295874
168781,224,295710
168803,251,295734
168851,231,295543
168863,223,295878
168869,261,295882
168887,239,295573
168893,249,295648
168899,239,295849
168901,220,296462
168913,240,295883
168937,234,295684
168943,250,295911
168977,212,295600
168991,258,295694
169003,246,295703
169007,239,295616
169009,223,295301
169019,229,295725
169049,265,296844
169063,227,295535
169067,229,295930
169069,243,295677
169079,221,295814
169093,257,295483
169097,219,295734
169111,226,296180
169129,259,295570
169151,248,295869
169159,224,296104
169177,264,349576
169181,219,295551
169199,228,297148
169217,237,295874
169219,247,296127
169241,226,295566
169243,246,296334
169249,216,295857
169259,236,295704
169283,223,295967
169307,235,295332
169313,237,295313
169319,242,295882
169321,229,296012
169327,247,295418
169339,233,296807
169343,249,299010
169361,251,296094
169369,252,296037
169373,215,296116
169399,247,295812
169409,241,295624
169427,244,295963
169457,242,296397
169471,256,295682
169483,255,296055
169489,228,296187
169493,226,296070
169501,255,295644
169523,233,296517
169531,261,296264
169553,209,295691
169567,239,296029
169583,247,295858
169591,240,295623
169607,238,295633
169627,253,295417
169633,215,295758
169639,244,295622
169649,247,295615
169657,243,295775
169661,235,295927
169667,261,295707
169681,229,295764
169691,240,296179
169693,238,295952
169709,230,295802
169733,195,296021
169751,210,295972
169753,215,295793
169769,269,295875
169777,249,295787
169783,218,295788
169789,242,295831
169817,233,295794
169823,230,296509
169831,254,296176
169837,244,296235
169843,226,295768
169859,257,295807
169889,226,295612
169891,242,295650
169909,229,295527
169913,230,295713
169919,226,295519
169933,230,295661
169937,251,296936
169943,229,299154
169951,204,295863
169957,230,295664
169987,244,295978
169991,245,295645
170003,230,295848
170021,235,295905
170029,240,296096
170047,247,295755
170057,221,295623
170063,214,295870
170081,236,295607
170099,257,295781
170101,244,296304
170111,235,295613
170123,219,295546
170141,235,295779
170167,253,295753
170179,231,295613
170189,242,295771
170197,234,295819
170207,216,295824
170213,234,295877
170227,218,296308
170231,231,296080
170239,265,297246
170243,259,296121
170249,240,295977
170263,220,295530
170267,222,295706
170279,243,295954
170293,254,296003
170299,219,295753
170327,247,295944
170341,218,295889
170347,250,295873
170351,248,295781
170353,246,295863
170363,253,295615
170369,225,295488
170371,251,296092
170383,230,295881
170389,246,295692
170393,259,295967
170413,254,295792
170441,253,295691
170447,248,295552
170473,219,296086
170483,235,295959
170497,220,295863
170503,230,296874
170509,217,299192
170537,242,296098
170539,226,295929
170551,238,296188
170557,232,295705
170579,242,295889
170603,227,296308
170609,242,295962
170627,222,295601
170633,246,295946
170641,247,295694
170647,228,295492
170669,233,295676
170689,250,296212
170701,232,295625
170707,228,295633
170711,229,295572
170741,207,295777
170749,237,295536
170759,218,295622
170761,229,296293
170767,234,295688
170773,244,296026
170777,248,295597
170801,242,295988
170809,234,295816
170813,239,295594
170827,219,295957
170837,239,295799
170843,232,296412
170851,233,296780
170857,245,296815
170873,207,296655
170881,262,296638
170887,232,296577
170899,235,296929
170921,252,296743
170927,223,296734
170953,242,296456
170957,217,296398
170971,216,297174
171007,217,295797
171023,264,295440
171029,222,295791
171043,247,295679
171047,235,295597
171049,237,295721
171053,247,296210
171077,232,295485
171079,239,296518
171091,217,298834
171103,221,296510
171131,225,295646
171161,244,295397
171163,247,295680
171167,215,295775
171169,226,295796
171179,208,295804
171203,243,295860
171233,233,295961
171251,204,295869
171253,246,295610
171263,212,295686
171271,231,296098
171293,256,296008
171299,252,296120
171317,236,295802
171329,206,296082
171341,232,295847
171383,208,295761
171401,247,295763
171403,244,295649
171427,222,295287
171439,236,296784
171449,249,296703
171467,237,296754
171469,211,296616
171473,249,298720
171481,230,297010
171491,207,295891
171517,233,295915
171529,212,296004
171539,214,295723
171541,225,295760
171553,221,295928
171559,249,295814
171571,249,296778
171583,222,295915
171617,232,295616
171629,245,295560
171637,232,295772
171641,275,295959
171653,230,295844
171659,257,295833
171671,244,295928
171673,232,296094
171679,232,295824
171697,239,295774
171707,245,295929
171713,226,296068
171719,219,296707
171733,230,298468
171757,251,300332
171761,219,296399
171763,244,295488
171793,233,296001
171799,228,295616
171803,282,295863
171811,221,296170
171823,233,295528
171827,238,295729
171851,247,295598
171863,242,295549
171869,237,295552
171877,253,296241
171881,246,295980
171889,228,297194
171917,214,304934
171923,277,296780
171929,228,296780
171937,229,296626
171947,227,296632
172001,231,296818
172009,246,296778
172021,244,296691
172027,228,296640
172031,228,296803
172049,247,296893
172069,216,296764
172079,218,296544
172093,265,296628
172097,236,296728
172127,242,296637
172147,227,296525
172153,229,296341
172157,219,295556
172169,250,296311
172171,224,295843
172181,242,295828
172199,191,296064
172213,215,295810
172217,240,295747
172219,238,295952
172223,230,295894
172243,215,295720
172259,251,295891
172279,237,295451
172283,257,295655
172297,219,295803
172307,254,295694
172313,232,296004
172321,220,297182
172331,208,298341
172343,252,295860
172351,230,295967
172357,244,296627
172373,239,296334
172399,261,296661
172411,237,296896
172421,242,296743
172423,240,296865
172427,223,296695
172433,239,296825
172439,198,296698
172441,223,296979
172489,247,297367
172507,253,297305
172517,218,298432
172519,232,297054
172541,225,296649
172553,239,297163
172561,245,297129
172573,227,296559
172583,236,296876
172589,221,296764
172597,231,296773
172603,223,296618
172607,247,297506
172619,252,296548
172633,236,298463
172643,232,297258
172649,229,297865
172657,248,297061
172663,234,296553
172673,250,296901
172681,253,296881
172687,242,296507
172709,233,296972
172717,218,296591
172721,241,296874
172741,223,296606
172751,205,296726
172759,213,296559
172787,220,296602
172801,214,296527
172807,243,296661
172829,231,296640
172849,229,296907
172853,222,296847
172859,249,296550
172867,226,296458
172871,232,297868
172877,226,299996
172883,208,296697
172933,214,296891
172969,204,295716
172973,222,295780
172981,213,295974
172987,230,295611
172993,257,295728
172999,212,295833
173021,244,296118
173023,226,295722
173039,204,295971
173053,227,296106
173059,208,296596
173081,219,295834
173087,230,295690
173099,209,295966
173137,213,295677
173141,224,295733
173149,224,296106
173177,217,296418
173183,251,295641
173189,227,296474
173191,250,295932
173207,200,295978
173209,239,295934
173219,235,211803
173249,238,295835
173263,239,296057
173267,225,295913
173273,248,295744
173291,249,281954
173293,213,295758
173297,209,295939
173309,227,295728
173347,227,295891
173357,197,295722
173359,213,295991
173429,225,295706
173431,235,295501
173473,260,296030
173483,222,295799
173491,255,295813
173497,237,296369
173501,225,295766
173531,223,295648
173539,229,296057
173543,246,296054
173549,242,295884
173561,225,295801
173573,247,296820
173599,228,298668
173617,232,297011
173629,231,296553
173647,228,296691
173651,241,296706
173659,246,296533
173669,218,296709
173671,236,302810
173683,207,305457
173687,236,295907
173699,260,296791
173707,232,295528
173713,255,295427
173729,241,296053
173741,235,295878
173743,245,295516
173773,204,296202
173777,218,295671
173779,230,295445
173783,239,295700
173807,223,295381
173819,230,295684
173827,226,295503
173839,253,295753
173851,235,295752
173861,215,298575
173867,256,295625
173891,219,295258
173897,216,295416
173909,232,295605
173917,235,295695
173923,229,295783
173933,245,295609
173969,232,295958
173977,228,295366
173981,231,295545
173993,248,296183
174007,245,295567
174017,202,295853
174019,212,295504
174047,237,295634
174049,241,295710
174061,231,295681
174067,208,295957
174071,228,295976
174077,248,295615
174079,216,295749
174091,253,295454
174101,240,295964
174121,178,295525
174137,232,296790
174143,244,298210
174149,190,298971
174157,234,304373
174169,233,296090
174197,243,296090
174221,238,296052
174241,223,295624
174257,227,295874
174259,254,297951
174263,246,296153
174281,213,295520
174289,247,295419
174299,232,295645
174311,241,296190
174329,213,295555
174331,226,295907
174337,237,296239
174347,224,295659
174367,240,295486
174389,239,295720
174407,258,295454
174413,229,295558
174431,232,295849
174443,246,295763
174457,218,296016
174467,228,295252
174469,231,295953
174481,233,295545
174487,212,295200
174491,222,295686
174527,226,295272
174533,218,295508
174569,234,295503
174571,243,295437
174583,218,295656
174599,220,295259
174613,238,295822
174617,241,295536
174631,237,295351
174637,251,303377
174649,236,296414
174653,204,296447
174659,201,296316
174673,238,296342
174679,219,296288
174703,254,296018
174721,208,296471
174737,229,296134
174749,256,296297
174761,242,297516
174763,225,323671
174767,256,296473
174773,239,295856
174799,212,297366
174821,241,296119
174829,237,295882
174851,244,296835
174859,225,295469
174877,260,295960
174893,239,296179
174901,226,295705
174907,216,295617
174917,203,297103
174929,247,297171
174931,230,295610
174943,243,295571
174959,237,300486
174989,234,297482
174991,259,328124
175003,232,296054
175013,228,296866
175039,258,295930
175061,252,295503
175067,230,296299
175069,245,295688
175079,228,295717
175081,218,297854
175103,224,295669
175129,220,297333
175141,221,295372
175211,205,296351
175229,244,295551
175261,236,295491
175267,212,295838
175277,214,295315
175291,214,295390
175303,224,295620
175309,201,295247
175327,213,295388
175333,239,295273
175349,216,295921
175361,225,295586
175391,211,295485
175393,239,295987
175403,209,295530
175411,222,295472
175433,249,295359
175447,219,295837
175453,214,295898
175463,244,295353
175481,216,297422
175493,228,297902
175499,217,295598
175519,233,295748
175523,199,295399
175543,222,295773
175573,217,295442
175601,233,296255
175621,209,295519
175631,254,295449
175633,236,296166
175649,259,295400
175663,214,295515
175673,210,295633
175687,232,296264
175691,230,373074
175699,202,295680
175709,212,295817
175723,233,295674
175727,243,295418
175753,241,296162
175757,216,295640
175759,257,295597
175781,219,296236
175783,230,295540
175811,203,295709
175829,217,295145
175837,217,296104
175843,252,295535
175853,233,295599
175859,207,295799
175873,225,295264
175891,229,295645
175897,210,295542
175909,202,295842
175919,198,295353
175937,235,295135
175939,228,295838
175949,210,295729
175961,241,295471
175963,226,295764
175979,234,295314
175991,225,295602
175993,247,295524
176017,253,296053
176021,214,295713
176023,221,295583
176041,232,296022
176047,224,295589
176051,202,295637
176053,240,297092
176063,231,299228
176081,250,296760
176087,199,296113
176089,226,296525
176123,205,296289
176129,247,296334
176153,232,296419
176159,215,296217
176161,228,296223
176179,256,296116
176191,230,296532
176201,232,296432
176207,210,296165
176213,229,297340
176221,229,296170
176227,248,296352
176237,229,296205
176243,213,296120
176261,201,296526
176299,241,296837
176303,212,295974
176317,222,295588
176321,206,295432
176327,208,295811
176329,244,295570
176333,219,295648
176347,221,295453
176353,227,297267
176357,227,295694
176369,225,295410
176383,242,295722
176389,218,295605
176401,227,295786
176413,219,295466
176417,226,295395
176419,200,295419
176431,195,295523
176459,230,296077
176461,237,295770
176467,210,295340
176489,249,295821
176497,227,295609
176503,213,295509
176507,231,295683
176509,224,295364
176521,223,295597
176531,242,295216
176537,200,295856
176549,236,295634
176551,243,295464
176557,221,297142
176573,214,298067
176591,210,295855
176597,212,295421
176599,208,298177
176609,253,295830
176611,226,295607
176629,218,295986
176641,240,295490
176651,206,295477
176677,221,295860
176699,243,295746
176711,207,295798
176713,248,295449
176741,219,297299
176747,239,295878
176753,197,295505
176777,233,295739
176779,227,295695
176789,232,295406
176791,251,295627
176797,226,295878
176807,193,295882
176809,216,295496
176819,236,295938
176849,226,295977
176857,250,295685
176887,219,295658
176899,231,296049
176903,229,296089
176921,237,295815
176923,210,295898
176927,204,295756
176933,218,295469
176951,238,295839
176977,227,296697
176983,185,295463
176989,245,295710
177007,228,295700
177011,225,295730
177013,221,295595
177019,215,296106
177043,219,295796
177091,240,295619
177101,205,295655
177109,235,297176
177113,233,295932
177127,218,295410
177131,227,295742
177167,227,295767
177173,225,295502
177209,225,297125
177211,199,299274
177217,244,295543
177223,217,295699
177239,211,295942
177257,212,295691
177269,224,295496
177283,243,296584
177301,235,295567
177319,232,295796
177323,246,295861
177337,219,296231
177347,233,295481
177379,221,295596
177383,234,295918
177409,241,295716
177421,254,295303
177427,221,295927
177431,225,295731
177433,217,295407
177467,218,295632
177473,221,295642
177481,235,295438
177487,205,295346
177493,238,295916
177511,211,295819
177533,225,295463
177539,239,296538
177553,229,297385
177589,237,295484
177601,201,295493
177623,226,297088
177647,234,295632
177677,215,295180
177679,231,295661
177691,236,295445
177739,230,295296
177743,253,295560
177761,213,300428
177763,235,295551
177787,193,295258
177791,228,295533
177797,255,295554
177811,232,295222
177823,209,296221
177839,231,295677
177841,212,295435
177883,234,295493
177887,223,295736
177889,247,295731
177893,240,296520
177907,209,298144
177913,235,298282
177917,236,295536
177929,244,295700
177943,202,295940
177949,215,295726
177953,242,295373
177967,222,295596
177979,211,295531
178001,218,295317
178021,221,295359
178037,224,296439
178039,211,295689
178067,237,296280
178069,229,295969
178091,206,295768
178093,236,296070
178103,215,295673
178117,171,295920
178127,225,295474
178141,231,295824
178151,207,295978
178169,233,295673
178183,218,295545
178187,212,295946
178207,239,295842
178223,234,295647
178231,234,295577
178247,227,296003
178249,233,295513
178259,259,295751
178261,202,295775
178289,199,295593
178301,237,295294
178307,224,295466
178327,218,295468
178333,236,295620
178349,209,295604
178351,202,351624
178361,211,295546
178393,199,295506
178397,228,296203
178403,237,295684
178417,229,295406
178439,238,295533
178441,242,295894
178447,232,295184
178469,225,297154
178481,229,203883
178487,205,295679
178489,225,296407
178501,240,299227
178513,211,295965
178531,242,295247
178537,229,295733
178559,190,295661
178561,258,295589
178567,229,295707
178571,235,295379
178597,234,295827
178601,186,295677
178603,246,295738
178609,200,295552
178613,222,295412
178621,228,296100
178627,258,295690
178639,213,295840
178643,213,296321
178681,231,295723
178691,237,295870
178693,223,295512
178697,236,295532
178753,248,295907
178757,193,295394
178781,211,295478
178793,206,295634
178799,216,295401
178807,200,295700
178813,190,295910
178817,228,296493
178819,227,295553
178831,230,295871
178853,237,295764
178859,241,295588
178873,210,295725
178877,252,295658
178889,239,295756
178897,245,295779
178903,242,296152
178907,246,452432
178909,244,295578
178921,248,295572
178931,215,295581
178933,220,295414
178939,210,295670
178951,231,295865
178973,262,295597
178987,221,295642
179021,199,295481
179029,209,295459
179033,219,296170
179041,212,297714
179051,242,298082
179057,213,295632
179083,221,295719
179089,214,297015
179099,222,296015
179107,217,295477
179111,239,295779
179119,188,295812
179143,208,295537
179161,245,295670
179167,258,296122
179173,209,295690
179203,233,296078
179209,234,295935
179213,226,385629
179233,241,296154
179243,230,295711
179261,217,295965
179269,225,295557
179281,210,295566
179287,211,295878
179317,207,295531
179321,232,295606
179327,224,295658
179351,201,295567
179357,219,295576
179369,232,295680
179381,213,295525
179383,211,295374
179393,221,295669
179407,250,295981
179411,215,295525
179429,227,295669
179437,235,295819
179441,219,295418
179453,230,295600
179461,185,295683
179471,220,295914
179479,245,295282
179483,228,295825
179497,230,295678
179519,242,295610
179527,217,295361
179533,223,295412
179549,230,295864
179563,218,295394
179573,214,332060
179579,229,295722
179581,236,295561
179591,215,297105
179593,207,298651
179603,229,296173
179623,230,295753
179633,217,297381
179651,228,295508
179657,235,295627
179659,210,295775
179671,213,295991
179687,245,295456
179689,243,296034
179693,243,295998
179717,218,295744
179719,207,295686
179737,206,296012
179743,260,295702
179749,247,295650
179779,218,295808
179801,222,295849
179807,221,295248
179813,239,295558
179819,204,295425
179821,232,295702
179827,225,295644
179833,217,440968
179849,238,295870
179897,218,295685
179899,200,295914
179903,192,297213
179909,215,295292
179917,243,295735
179923,247,295788
179939,221,295518
179947,195,296107
179951,203,296401
179953,222,295474
179957,204,295677
179969,242,295756
179981,243,295817
179989,246,374176
179999,232,295768
180001,213,296048
180007,237,295817
180023,233,295767
180043,227,295541
180053,212,295581
180071,207,295718
180073,210,295371
180077,239,295660
180097,213,295531
180137,256,297431
