Prime,Collisions,Time [mc s]
90821,461,295963
90823,441,296484
90833,425,296099
90841,469,296384
90847,498,295918
90863,453,296574
90887,437,296765
90901,401,295896
90907,440,296205
90911,458,295912
90917,449,297181
90931,422,295613
90947,444,295615
90971,440,296854
90977,466,295595
90989,443,295904
90997,424,295911
91009,448,346141
91019,412,295880
91033,396,295771
91079,410,295756
91081,476,295535
91097,412,295650
91099,471,298551
91121,436,295663
91127,419,295757
91129,450,295793
91139,440,295683
91141,439,295747
91151,433,295720
91153,443,296063
91159,436,295206
91163,460,295463
91183,408,296129
91193,410,295204
91199,443,295742
91229,420,295710
91237,460,297099
91243,451,299266
91249,419,295876
91253,435,297559
91283,434,295676
91291,396,296018
91297,384,296378
91303,479,268931
91309,397,295961
91331,463,296987
91367,408,297792
91369,408,295769
91373,433,296190
91381,447,296554
91387,436,295859
91393,459,296342
91397,427,295589
91411,435,296359
91423,413,295691
91433,423,295791
91453,414,298380
91457,425,298091
91459,436,296224
91463,433,296191
91493,453,298482
91499,439,295999
91513,408,295723
91529,388,296050
91541,442,296055
91571,448,295712
91573,411,295947
91577,456,295511
91583,430,295906
91591,468,295970
91621,402,295837
91631,405,295814
91639,432,295395
91673,380,295894
91691,431,295566
91703,415,295923
91711,443,295695
91733,436,295674
91753,424,295603
91757,426,295467
91771,427,296005
91781,430,295600
91801,415,295739
91807,464,296056
91811,468,295781
91813,435,295843
91823,450,296897
91837,432,296873
91841,438,298635
91867,428,295841
91873,428,295860
91909,428,295353
91921,461,295678
91939,394,296743
91943,462,296118
91951,446,295650
91957,452,295737
91961,453,295978
91967,425,295817
91969,467,410564
91997,480,296122
92003,402,296156
92009,431,295902
92033,449,295890
92041,417,295468
92051,419,296179
92077,446,296062
92083,436,295482
92107,462,295923
92111,435,295827
92119,409,296104
92143,421,295560
92153,425,295543
92173,414,295829
92177,439,295509
92179,441,295657
92189,431,295488
92203,428,295628
92219,413,295478
92221,441,295653
92227,457,295810
92233,427,295642
92237,408,295890
92243,417,295844
92251,410,295517
92269,416,295491
92297,445,295603
92311,469,295874
92317,419,295491
92333,435,295616
92347,456,295856
92353,406,295486
92357,445,295743
92363,447,296043
92369,395,295940
92377,459,295645
92381,413,297802
92383,444,297436
92387,441,299344
92399,402,295769
92401,425,296075
92413,437,295449
92419,443,295615
92431,434,295902
92459,459,295588
92461,424,295655
92467,451,295423
92479,437,295645
92489,429,295342
92503,426,295743
92507,460,296287
92551,446,295319
92557,431,296304
92567,446,295868
92569,418,296031
92581,400,335226
92593,440,295817
92623,471,296275
92627,438,296097
92639,445,296238
92641,397,295956
92647,459,295641
92657,465,295917
92669,463,369320
92671,428,295604
92681,470,295738
92683,413,295766
92693,459,295778
92699,410,295518
92707,458,295914
92717,410,295814
92723,398,295570
92737,415,200429
92753,447,295919
92761,437,296061
92767,435,295562
92779,454,295772
92789,454,296174
92791,411,295829
92801,406,295862
92809,454,295610
92821,428,295917
92831,472,295983
92849,440,295716
92857,422,296009
92861,424,226126
92863,428,295904
92867,441,295589
92893,430,296795
92899,406,298083
92921,449,295880
92927,417,295676
92941,452,295188
92951,407,295917
92957,432,295745
92959,401,295811
92987,425,295749
92993,440,295547
93001,403,295878
93047,434,295269
93053,435,295660
93059,424,295703
93077,438,295375
93083,389,296167
93089,439,295792
93097,386,295510
93103,455,295709
93113,449,249226
93131,464,295974
93133,384,295588
93139,413,295676
93151,408,295765
93169,419,296234
93179,407,295855
93187,431,295436
93199,381,296085
93229,427,295383
93239,421,295659
93241,440,295917
93251,434,295652
93253,454,295628
93257,461,295689
93263,409,295791
93281,414,295542
93283,423,295567
93287,420,296045
93307,404,298244
93319,421,296865
93323,416,296209
93329,441,295636
93337,437,296416
93371,451,295989
93377,413,295674
93383,440,295438
93407,451,295935
93419,414,296196
93427,429,295834
93463,441,296084
93479,419,296031
93481,429,296897
93487,414,298668
93491,429,295543
93493,426,295811
93497,417,295869
93503,397,296581
93523,440,296321
93529,414,295572
93553,435,296031
93557,439,295923
93559,442,295880
93563,452,296032
93581,407,295840
93601,465,295733
93607,412,295517
93629,435,296256
93637,437,296138
93683,422,296136
93701,420,295662
93703,422,296076
93719,462,295948
93739,409,295413
93761,421,297241
93763,450,296254
93787,433,295710
93809,437,296162
93811,439,296044
93827,407,295855
93851,428,295697
93871,425,295480
93887,440,295940
93889,422,295472
93893,469,295893
93901,429,295978
93911,414,295571
93913,396,296129
93923,458,295917
93937,439,295869
93941,427,295289
93949,448,295979
93967,414,295954
93971,457,295419
93979,460,296007
93983,417,295695
93997,409,295717
94007,426,295487
94009,406,295982
94033,414,295749
94049,437,295585
94057,381,296372
94063,411,297275
94079,427,299471
94099,401,296897
94109,383,296019
94111,442,295699
94117,402,295662
94121,438,295635
94151,431,296189
94153,436,295783
94169,419,296352
94201,407,295780
94207,406,296212
94219,424,295857
94229,405,295602
94253,430,295639
94261,431,295703
94273,436,296407
94291,441,295998
94307,386,296035
94309,422,295993
94321,459,295760
94327,404,295927
94331,448,295867
94343,456,295570
94349,409,295902
94351,409,295408
94379,389,295689
94397,446,295911
94399,444,301567
94421,405,301508
94427,410,295843
94433,426,295696
94439,403,301608
94441,398,296038
94447,412,296076
94463,394,295898
94477,401,296075
94483,394,296064
94513,398,296088
94529,450,296338
94531,428,295917
94541,411,295966
94543,437,295412
94547,398,296602
94559,418,295923
94561,415,295283
94573,425,295576
94583,399,295998
94597,391,295952
94603,452,296322
94613,481,295910
94621,389,296521
94649,460,308830
94651,446,302389
94687,419,295977
94693,400,295637
94709,405,296070
94723,397,296001
94727,418,295962
94747,424,295810
94771,376,295592
94777,447,296118
94781,421,295738
94789,415,295983
94793,411,295830
94811,427,295595
94819,458,297209
94823,458,296199
94837,427,295978
94841,412,295601
94847,429,296400
94849,386,296186
94873,411,295748
94889,392,296857
94903,414,299984
94907,388,295997
94933,397,295836
94949,451,295661
94951,447,296104
94961,417,295629
94993,433,295978
94999,422,295784
95003,416,295390
95009,429,295440
95021,457,295998
95027,426,295359
95063,418,296134
95071,429,296267
95083,462,299827
95087,401,296416
95089,377,296191
95093,418,295927
95101,424,296293
95107,399,295754
95111,409,296204
95131,441,295734
95143,418,295469
95153,398,295964
95177,432,295744
95189,410,295579
95191,428,295908
95203,431,296982
95213,411,297632
95219,404,296647
95231,434,296257
95233,402,295527
95239,410,295592
95257,427,295851
95261,381,296042
95267,444,295468
95273,418,295922
95279,409,296594
95287,399,295737
95311,390,295506
95317,418,295788
95327,408,295538
95339,386,295287
95369,407,296166
95383,392,295824
95393,400,295834
95401,428,295736
95413,394,295618
95419,398,296029
95429,458,295652
95441,427,296012
95443,409,296081
95461,396,295577
95467,415,295796
95471,415,295975
95479,457,295542
95483,446,295424
95507,424,295814
95527,433,295647
95531,431,295342
95539,430,296040
95549,427,295539
95561,412,295666
95569,392,295586
95581,428,295986
95597,414,295751
95603,427,295343
95617,400,295921
95621,448,295796
95629,431,295541
95633,432,295688
95651,392,295874
95701,432,295573
95707,373,295499
95713,423,295776
95717,413,296061
95723,410,295437
95731,407,295835
95737,399,297177
95747,404,298249
95773,444,296274
95783,398,295708
95789,433,295751
95791,411,295497
95801,414,296489
95803,413,296426
95813,411,295441
95819,431,295870
95857,389,295466
95869,433,296041
95873,393,295602
95881,411,296429
95891,432,295956
95911,413,296192
95917,452,296352
95923,398,295943
95929,439,295438
95947,417,295966
95957,423,295632
95959,402,296001
95971,407,296072
95987,474,295848
95989,436,295888
96001,393,295534
96013,398,296004
96017,405,296094
96043,452,295610
96053,438,295594
96059,433,295659
96079,424,295731
96097,433,297418
96137,421,296463
96149,417,295740
96157,406,295386
96167,432,296030
96179,390,295650
96181,400,296004
96199,434,296831
96211,395,295653
96221,413,295780
96223,457,295395
96233,446,295814
96259,414,295583
96263,433,295198
96269,408,295577
96281,409,295879
96289,419,295737
96293,400,295779
96323,412,295698
96329,387,297700
96331,399,298645
96337,450,295884
96353,415,303614
96377,436,299203
96401,430,295627
96419,418,295994
96431,369,296124
96443,416,295863
96451,413,296914
96457,413,296157
96461,434,295835
96469,406,296296
96479,416,299893
96487,369,306496
96493,387,310214
96497,395,306705
96517,388,303530
96527,405,305146
96553,407,309150
96557,413,303843
96581,432,296096
96587,413,295762
96589,383,296034
96601,390,295625
96643,420,295689
96661,404,296589
96667,431,295860
96671,414,296113
96697,393,295931
96703,431,295767
96731,417,295729
96737,422,295521
96739,404,295880
96749,416,295990
96757,420,295965
96763,440,296290
96769,402,296080
96779,358,296351
96787,401,296181
96797,441,295892
96799,372,296327
96821,407,296035
96823,425,296344
96827,393,295961
96847,400,296001
96851,414,332330
96857,404,295961
96893,425,295929
96907,427,296870
96911,442,299397
96931,432,298422
96953,407,296717
96959,403,295968
96973,423,295903
96979,405,296074
96989,411,296066
96997,384,296206
97001,415,296113
97003,402,296092
97007,380,296228
97021,398,295848
97039,371,295834
97073,429,302780
97081,394,296039
97103,393,296599
97117,381,296479
97127,433,296124
97151,389,296014
97157,427,295885
97159,393,296317
97169,402,296026
97171,411,296082
97177,402,300612
97187,428,304298
97213,419,296102
97231,417,296300
97241,394,296456
97259,394,295952
97283,421,295910
97301,393,295659
97303,429,295595
97327,466,295782
97367,434,295979
97369,411,296259
97373,418,295912
97379,451,295995
97381,445,296053
97387,418,295500
97397,427,295854
97423,399,295924
97429,386,296271
97441,415,295608
97453,426,295974
97459,385,296323
97463,417,296162
97499,432,295814
97501,419,295714
97511,415,295992
97523,440,295576
97547,439,295804
97549,459,297278
97553,437,299833
97561,445,296030
97571,402,296229
97577,426,296012
97579,392,295881
97583,430,296023
97607,402,296185
97609,398,296263
97613,383,295781
97649,396,296153
97651,409,295883
97673,410,295801
97687,402,295676
97711,422,295981
97729,405,296284
97771,429,296554
97777,396,296191
97787,411,295811
97789,433,296160
97813,423,296151
97829,394,295351
97841,405,295731
97843,399,295705
97847,424,295475
97849,468,296083
97859,447,302009
97861,402,296865
97871,411,295504
97879,337,295497
97883,428,302047
97919,421,296199
97927,384,301842
97931,423,301735
97943,412,295948
97961,405,343671
97967,390,301686
97973,401,295852
97987,407,295564
98009,392,295734
98011,419,296004
98017,416,295518
98041,426,295968
98047,427,295803
98057,412,295993
98081,390,295628
98101,385,296411
98123,403,295977
98129,415,295461
98143,396,295796
98179,385,297373
98207,409,297964
98213,436,302616
98221,391,295903
98227,416,296007
98251,404,295762
98257,418,296093
98269,414,296056
98297,426,295502
98299,386,295664
98317,405,295828
98321,431,296023
98323,409,295755
98327,370,296371
98347,396,296294
98369,399,296644
98377,433,295788
98387,422,296742
98389,415,295728
98407,404,296076
98411,412,296037
98419,413,296459
98429,398,296089
98443,428,295927
98453,411,295623
98459,404,296170
98467,403,295572
98473,418,296107
98479,398,295533
98491,398,295535
98507,391,296173
98519,408,301616
98533,408,295653
98543,409,296119
98561,409,295931
98563,411,295391
98573,405,295723
98597,408,295693
98621,403,296671
98627,425,296840
98639,409,296108
98641,370,296154
98663,402,295873
98669,436,295884
98689,378,302952
98711,406,296026
98713,417,296081
98717,415,296236
98729,377,296269
98731,415,295950
98737,410,295792
98773,411,297344
98779,415,298725
98801,426,295778
98807,402,295938
98809,401,295783
98837,427,295972
98849,412,295912
98867,417,295894
98869,423,296635
98873,385,296342
98887,407,296363
98893,399,296014
98897,391,295879
98899,373,295889
98909,447,296028
98911,384,296336
98927,375,296137
98929,391,296203
98939,396,295775
98947,428,296003
98953,399,295961
98963,394,296204
98981,377,295862
98993,364,296301
98999,375,295807
99013,412,295828
99017,408,295989
99023,428,296035
99041,389,295983
99053,387,296050
99079,407,296201
99083,430,295998
99089,364,296011
99103,411,295815
99109,384,295600
99119,398,303181
99131,407,296451
99133,432,296128
99137,379,295833
99139,379,295839
99149,400,296012
99173,420,295877
99181,429,296017
99191,406,296053
99223,374,296462
99233,359,296022
99241,413,295898
99251,407,295759
99257,437,296026
99259,410,296240
99277,394,297095
99289,385,298369
99317,421,296920
99347,382,296252
99349,391,296022
99367,411,295996
99371,397,295812
99377,425,296149
99391,431,295734
99397,440,295993
99401,424,296021
99409,406,295943
99431,365,295856
99439,403,296369
99469,440,295806
99487,406,295920
99497,388,296105
99523,365,296497
99527,408,296147
99529,404,296110
99551,395,296195
99559,402,296553
99563,413,295845
99571,406,296077
99577,386,296141
99581,415,302694
99607,395,295983
99611,384,296255
99623,383,296081
99643,365,296216
99661,372,295875
99667,370,296178
99679,359,295923
99689,408,296048
99707,423,295794
99709,393,295872
99713,373,296181
99719,407,296044
99721,404,295961
99733,380,295698
99761,424,295935
99767,377,296214
99787,402,295804
99793,426,392341
99809,428,296192
99817,396,295556
99823,416,296038
99829,412,296096
99833,379,296152
99839,401,295996
99859,440,295872
99871,388,297638
99877,399,298868
99881,418,296338
99901,375,296069
99907,389,296102
99923,424,296080
99929,379,295997
99961,429,295724
99971,390,296349
99989,408,296067
99991,434,295981
100003,392,296215
100019,401,295940
100043,385,296057
100049,378,295989
100057,388,296340
100069,439,296160
100103,392,295972
100109,424,296082
100129,399,296110
100151,364,296215
100153,380,296285
100169,398,295921
100183,412,295954
100189,439,296146
100193,358,296287
100207,387,296064
100213,433,296021
100237,408,296390
100267,418,296655
100271,363,296106
100279,381,296295
100291,402,295840
100297,460,296193
100313,408,295953
100333,415,296075
100343,421,296210
100357,402,296215
100361,393,296011
100363,352,295768
100379,362,296140
100391,390,295796
100393,361,296203
100403,385,306696
100411,376,296164
100417,401,296716
100447,374,296078
100459,392,296018
100469,424,296177
100483,399,296221
100493,411,297178
100501,421,298848
100511,419,297185
100517,389,296130
100519,450,297370
100523,348,295883
100537,377,296165
100547,368,296429
100549,413,295985
100559,371,295987
100591,369,295866
100609,395,296055
100613,366,295893
100621,393,378213
100649,391,296262
100669,418,296797
100673,360,295989
100693,368,296188
100699,412,296226
100703,411,296238
100733,407,295979
100741,404,296082
100747,396,295908
100769,400,295880
100787,432,296222
100799,379,296578
100801,403,296046
100811,367,295990
100823,399,296241
100829,386,295883
100847,388,296134
100853,377,295698
100907,365,296290
100913,417,295848
100927,425,295560
100931,400,295944
100937,378,296173
100943,387,295813
100957,406,295867
100981,414,295972
100987,413,295681
100999,394,295875
101009,406,295400
101021,412,295911
101027,392,295862
101051,385,297537
101063,388,296092
101081,385,295845
101089,383,296041
101107,391,296051
101111,347,295832
101113,395,296976
101117,450,299523
101119,388,295938
101141,375,296026
101149,426,295863
101159,385,295753
101161,399,295737
101173,399,295817
101183,395,296385
101197,386,295904
101203,374,296349
101207,393,296009
101209,423,295817
101221,424,295909
101267,417,296145
101273,414,296212
101279,406,295828
101281,384,296095
101287,412,296236
101293,357,295818
101323,383,295845
101333,402,295601
101341,416,296206
101347,431,296486
101359,386,296013
101363,418,295764
101377,404,296356
101383,387,295706
101399,411,295930
101411,394,295992
101419,417,295587
101429,391,296186
101449,392,295942
101467,384,296197
101477,411,296108
101483,389,295476
101489,386,296011
101501,380,295710
101503,397,295959
101513,390,295840
101527,373,295702
101531,406,295775
101533,378,295565
101537,447,295995
101561,362,295950
101573,400,296390
101581,386,295824
101599,404,295504
101603,398,295765
101611,407,295445
101627,365,296998
101641,406,298586
101653,402,217661
101663,418,296385
101681,390,295727
101693,381,296243
101701,400,296052
101719,446,296288
101723,391,295770
101737,393,295910
101741,379,295922
101747,362,295556
101749,423,296226
101771,382,296189
101789,402,295664
101797,450,296506
101807,384,296925
101833,393,295672
101837,371,295835
101839,357,295550
101863,382,296236
101869,383,295557
101873,377,295681
101879,444,295917
101891,401,295857
101917,344,295519
101921,411,297208
101929,359,295866
101939,405,295895
101957,398,295844
101963,390,296303
101977,380,295721
101987,424,295931
101999,396,296255
102001,348,295801
102013,354,295638
102019,376,296153
102023,386,296369
102031,408,295891
102043,415,295729
102059,377,296248
102061,387,295793
102071,412,296076
102077,399,296217
102079,377,295904
102101,429,295757
102103,417,296013
102107,403,296030
102121,363,295842
102139,430,296246
102149,396,295779
102161,418,297311
102181,396,298936
102191,419,296600
102197,370,295825
102199,379,295919
102203,415,295915
102217,376,295519
102229,386,295885
102233,373,295901
102241,392,296301
102251,389,295881
102253,364,296141
102259,422,295783
102293,372,296453
102299,362,295873
102301,364,296131
102317,381,296255
102329,407,295683
102337,395,295620
102359,392,295975
102367,344,295820
102397,360,295677
102407,348,295745
102409,382,295866
102433,402,296048
102437,427,295743
102451,406,295789
102461,401,296021
102481,364,296171
102497,373,295922
102499,428,295957
102503,381,295668
102523,410,295607
102533,387,296458
102539,357,295794
102547,344,295945
102551,375,295797
102559,375,296034
102563,390,295864
102587,387,295856
102593,402,354204
102607,379,295992
102611,396,295675
102643,400,295889
102647,374,295883
102653,376,295608
102667,431,295843
102673,378,295928
102677,366,295991
102679,389,295755
102701,388,296019
102761,380,297084
102763,394,298694
102769,410,296467
102793,382,295562
102797,363,273399
102811,401,295846
102829,372,296120
102841,386,295800
102859,367,295579
102871,367,296229
102877,391,295838
102881,413,295697
102911,371,295922
102913,370,295597
102929,388,295430
102931,381,297212
102953,397,295564
102967,401,295932
102983,355,295966
103001,391,296485
103007,406,295756
103043,396,295856
103049,386,295462
103067,396,296179
103069,406,295569
103079,373,295778
103087,395,296306
103091,377,296068
103093,379,295958
103099,407,295784
103123,388,295931
103141,389,295603
103171,373,295754
103177,402,296127
103183,398,295998
103217,380,295767
103231,402,296138
103237,333,295693
103289,418,295857
103291,408,296006
103307,408,295806
103319,371,295542
103333,346,295534
103349,407,295842
103357,414,295303
103387,394,297567
103391,380,296384
103393,373,295699
103399,380,295705
103409,377,295488
103421,371,295616
103423,428,296985
103451,376,298453
103457,371,295958
103471,372,295825
103483,404,295886
103511,359,295947
103529,381,296069
103549,417,295930
103553,383,296237
103561,380,296151
103567,387,296150
103573,363,295807
103577,378,297715
103583,360,295685
103591,361,296113
103613,409,297034
103619,382,295916
103643,405,296108
103651,385,296174
103657,387,296240
103669,344,295784
103681,367,296191
103687,391,296015
103699,398,295812
103703,346,295637
103723,395,288904
103769,335,296937
103787,378,295823
103801,383,295788
103811,371,295637
103813,396,295547
103837,345,295773
103841,378,295944
103843,391,295856
103867,407,295686
103889,413,296545
103903,384,296192
103913,373,295676
103919,404,296419
103951,406,296476
103963,399,295999
103967,413,295597
103969,351,429935
103979,375,295466
103981,420,295918
103991,381,296175
103993,356,295517
103997,426,295920
104003,424,295604
104009,381,296010
104021,393,297032
104033,390,299304
104047,357,296530
104053,353,295445
104059,369,295547
104087,393,295814
104089,384,296164
104107,380,295705
104113,405,295921
104119,362,296199
104123,381,295705
104147,356,295905
104149,396,296062
104161,369,296145
104173,360,295852
104179,370,296427
104183,373,296329
104207,391,296556
104231,388,295991
104233,421,296695
104239,430,296372
104243,381,296568
104281,387,295704
104287,384,295906
104297,351,295712
104309,390,295751
104311,400,298418
104323,384,295721
104327,360,295900
104347,357,297004
104369,369,295548
104381,388,295994
104383,382,295685
104393,399,295742
104399,374,296054
104417,381,295828
104459,358,296568
104471,404,295677
104473,366,295833
104479,370,296053
104491,348,295769
104513,366,296347
104527,394,295573
104537,387,296687
104543,383,295935
104549,349,295580
104551,382,296136
104561,359,295804
104579,397,295628
104593,406,295948
104597,417,296642
104623,378,297190
104639,363,298285
104651,380,296308
104659,371,295520
104677,385,296207
104681,384,295690
104683,410,295697
104693,383,295927
104701,428,295908
104707,354,296793
104711,372,296136
104717,351,295779
104723,391,296350
104729,391,295925
104743,368,295977
104759,402,296037
104761,377,296311
104773,367,296034
104779,385,295915
104789,344,301975
104801,380,296102
104803,375,295596
104827,349,296384
104831,351,295779
104849,411,451391
104851,375,296078
104869,413,295880
104879,386,302199
104891,412,295814
104911,374,302001
104917,380,296093
104933,414,295747
104947,392,301489
104953,386,295852
104959,430,295471
104971,410,295926
104987,359,295860
104999,397,295876
105019,398,302243
105023,378,297126
105031,385,295741
105037,394,295577
105071,384,296332
105097,389,295707
105107,386,295762
105137,325,296371
105143,369,295831
105167,376,296119
105173,360,295755
105199,402,295929
105211,370,296426
105227,395,299059
105229,411,296396
105239,392,295597
105251,387,295988
105253,364,295925
105263,407,296160
105269,342,295842
105277,383,295672
105319,372,295859
105323,399,295506
105331,355,295621
105337,353,295979
105341,360,295857
105359,384,296158
105361,374,295964
105367,380,295775
105373,349,296089
105379,379,295789
105389,391,295719
105397,364,295461
105401,354,295884
105407,383,295488
105437,372,295497
105449,394,296771
105467,379,295817
105491,400,295548
105499,367,295511
105503,437,295730
105509,398,296035
105517,413,295474
105527,369,295264
105529,357,295934
105533,354,295970
105541,341,295567
105557,368,296026
105563,383,295877
105601,353,295823
105607,401,295814
105613,397,295584
105619,404,295639
105649,366,295996
105653,373,295737
105667,379,295767
105673,370,295442
105683,393,295544
105691,397,296350
105701,334,295694
105727,381,295594
105733,372,296047
105751,374,297228
105761,382,299335
105767,407,296277
105769,360,295638
105817,375,295600
105829,369,295665
105863,370,295767
105871,394,295881
105883,377,297455
105899,395,295866
105907,390,295668
105913,408,295524
105929,371,295959
105943,393,296124
105953,366,295407
105967,344,295984
105971,389,296082
105977,379,295774
105983,375,295786
105997,380,295742
106013,393,295976
106019,380,295622
106031,353,295745
106033,364,295681
106087,400,295593
106103,345,295655
106109,404,295491
106121,371,296311
106123,370,295529
106129,332,295911
106163,412,295798
106181,375,295310
106187,375,295823
106189,370,295720
106207,404,295855
106213,372,295373
106217,395,295567
106219,400,295752
106243,407,295616
106261,375,295780
106273,380,295792
106277,355,295570
106279,372,295591
106291,358,295922
106297,375,295574
106303,391,295668
106307,373,295564
106319,376,298150
106321,386,295384
106331,364,295635
106349,381,296036
106357,378,297266
106363,339,298022
106367,422,296311
106373,362,298031
106391,373,295672
106397,393,295641
106411,376,296014
106417,398,295473
106427,376,295667
106433,365,295909
106441,405,295867
106451,392,295789
106453,378,295845
106487,365,295839
106501,397,295550
106531,359,296174
106537,372,295742
106541,375,295653
106543,393,295530
106591,386,295819
106619,350,295703
106621,367,295554
106627,400,296188
106637,399,296034
106649,395,295537
106657,356,295714
106661,372,296738
106663,428,295728
106669,385,295853
106681,395,295695
106693,351,296102
106699,341,295308
106703,381,295853
106721,399,296109
106727,427,295344
106739,357,295764
106747,361,296117
106751,341,295637
106753,377,295597
106759,385,295763
106781,366,296050
106783,351,295728
106787,381,295699
106801,360,296187
106823,367,295751
106853,405,296488
106859,358,295511
106861,341,295796
106867,384,295296
106871,359,295586
106877,372,296009
106903,404,297102
106907,381,300583
106921,391,295977
106937,390,295961
106949,395,295990
106957,344,295591
106961,386,295768
106963,367,295478
106979,380,295814
106993,386,296196
107021,344,295627
107033,356,295702
107053,380,295582
107057,340,295836
107069,378,295487
107071,360,296435
107077,394,295940
107089,390,295741
107099,388,295852
107101,376,295835
107119,388,295775
107123,378,295688
107137,337,295574
107171,394,295529
107183,381,295413
107197,344,295726
107201,359,296134
107209,384,295644
107227,391,295622
107243,382,295832
107251,361,295809
107269,370,295465
107273,392,295658
107279,381,295801
107309,372,295713
107323,393,296020
107339,353,295962
107347,379,295823
107351,374,295745
107357,371,295413
107377,369,295761
107441,389,295342
107449,361,295924
107453,375,295718
107467,371,295760
107473,364,295588
107507,384,295799
107509,384,295774
107563,360,295576
107581,394,295599
107599,359,296591
107603,391,297713
107609,399,296579
107621,375,296148
107641,381,295516
107647,399,295728
107671,387,295841
107687,385,296059
107693,370,295805
107699,372,295879
107713,355,295717
107717,383,295532
107719,407,295429
107741,386,295514
107747,390,295400
107761,411,295832
107773,369,295896
107777,379,295516
107791,400,295385
107827,344,295985
107837,377,295964
107839,373,295030
107843,365,295649
107857,385,295411
107867,374,295453
107873,388,295373
107881,354,295739
107897,388,295655
107903,368,295605
107923,360,295842
107927,354,296214
107941,387,295799
107951,369,295444
107971,377,295583
107981,386,295509
107999,373,295548
108007,359,295652
108011,338,295736
108013,388,295307
108023,391,295807
108037,377,295663
108041,377,295691
108061,405,295625
108079,356,296075
108089,328,296260
108107,354,295480
108109,411,295697
108127,361,295871
108131,361,295635
108139,370,295806
108161,380,295647
108179,377,297451
108187,373,298028
108191,354,296093
108193,418,295696
108203,354,295433
108211,389,295784
108217,355,295631
108223,335,295502
108233,375,295322
108247,374,295848
108263,390,296342
108271,351,295537
108287,363,295492
108289,392,295494
108293,415,295324
108301,360,295720
108343,355,295488
108347,392,295418
108359,356,295383
108377,416,295842
108379,369,295748
108401,361,295494
108413,381,295787
108421,386,295785
108439,374,295696
108457,364,297110
108461,345,295769
108463,362,295623
108497,377,295688
108499,375,295573
108503,396,295871
108517,359,295823
108529,344,295549
108533,345,295995
108541,332,295667
108553,393,295539
108557,352,295680
108571,382,295616
108587,399,295642
108631,363,295813
108637,386,295720
108643,362,295665
108649,360,295562
108677,388,295641
108707,344,295749
108709,347,295499
108727,382,295529
108739,332,296240
108751,389,295430
108761,360,295595
108769,403,295790
108791,326,296761
108793,385,297760
108799,357,296022
108803,345,296254
108821,362,348823
108827,373,295510
108863,361,295824
108869,385,295357
108877,344,295450
108881,362,295549
108883,378,295730
108887,372,295475
108893,375,296575
108907,352,296090
108917,353,295505
108923,373,296372
108929,414,296412
108943,369,295694
108947,382,295553
108949,401,295677
108959,379,295556
108961,362,295718
108967,384,295496
108971,408,295574
108991,360,295615
109001,397,295831
109013,377,296579
109037,365,295901
109049,350,296099
109063,379,295953
109073,367,316498
109097,350,295422
109103,397,295739
109111,356,296156
109121,365,295578
109133,353,296156
109139,402,295524
109141,362,295697
109147,386,295709
109159,366,295865
109169,363,295830
109171,362,295699
109199,351,295872
109201,393,295852
109211,359,295699
109229,358,296035
109253,376,295600
109267,328,295511
109279,359,295393
109297,352,295586
109303,389,297276
109313,365,298406
109321,367,296421
109331,397,295698
109357,367,296562
109363,344,295589
109367,352,295828
109379,361,295780
109387,379,295254
109391,373,295703
109397,349,295604
109423,368,295474
109433,377,296642
109441,370,296378
109451,392,297408
109453,370,295975
109469,337,295827
109471,353,296031
109481,378,295410
109507,369,295861
109517,352,295715
109519,356,295564
109537,400,295614
109541,379,295521
109547,343,295787
109567,381,295546
109579,372,295818
109583,355,295638
109589,375,295403
109597,374,296003
109609,362,295946
109619,375,295876
109621,349,295448
109639,367,295619
109661,382,296115
109663,372,295421
109673,425,295607
109717,387,295559
109721,361,295628
109741,340,295719
109751,323,295385
109789,356,295708
109793,351,295424
109807,389,408484
109819,366,296145
109829,363,295402
109831,358,295592
109841,397,295860
109843,371,295537
109847,358,296140
109849,373,295515
109859,355,297123
109873,370,298810
109883,386,296081
109891,403,296324
109897,377,295601
109903,376,295944
109913,365,295701
109919,360,295786
109937,324,295921
109943,382,295474
109961,390,295839
109987,349,295597
110017,389,295806
110023,388,296116
110039,387,296095
110051,396,295710
110059,363,295556
110063,349,295926
110069,361,295894
110083,369,295768
110119,366,295875
110129,375,295698
110161,378,295889
110183,394,295460
110221,357,295587
110233,338,295812
110237,401,295517
110251,371,295497
110261,362,295568
110269,331,295644
110273,349,296363
110281,361,295340
110291,366,295701
110311,349,295620
110321,366,295298
110323,360,295997
110339,393,295768
110359,333,295885
110419,358,295494
110431,374,295803
110437,393,295872
110441,355,295586
110459,389,295721
110477,371,296804
110479,367,295417
110491,350,295455
110501,371,296320
110503,344,295740
110527,357,295851
110533,338,296078
110543,354,296787
110557,338,299054
110563,379,296351
110567,384,295583
110569,332,295831
110573,345,295532
110581,368,295926
110587,350,295824
110597,352,295426
110603,380,295732
110609,380,295834
110623,366,295951
110629,378,295575
110641,372,295441
110647,367,295862
110651,383,296200
110681,363,295916
110711,340,295883
110729,332,295547
110731,345,295859
110749,354,295545
110753,369,295849
110771,370,295477
110777,352,295736
110807,335,295741
110813,350,295455
110819,323,295719
110821,392,295634
110849,356,295695
110863,344,295808
110879,367,295640
110881,381,295823
110899,391,296514
110909,332,296012
110917,348,295926
110921,343,295627
110923,357,295838
110927,373,295568
110933,337,295410
110939,394,295592
110947,354,295864
